,Unnamed: 0,Artist,Genres,Followers,Popularity,Songs,Length
3373,3373,Gabby Barrett,['contemporary country'],143320,72,"['I Hope', 'The Good Ones', 'I Hope (feat. Charlie Puth)', 'Rivers Deep', 'Got Me (feat. Shane & Shane)', 'Hall of Fame', 'Footprints On The Moon', 'Thank God', 'Goldmine', ""You're the Only Reason""]",9
3376,3376,Gabriel Fauré,"['classical', 'post-romantic era']",155137,63,"['Dolly, Op.56: 1. Berceuse', 'Après un rêve, Op. 7, No. 1', 'Trois Romances sans paroles, Op.17: 3. Andante moderato', 'Après un rêve, Op.7, No.1 (Arr. Cello & Piano)', 'Pavane, Op. 50 (Version for Piano)', 'Fauré: Pavane in F-Sharp Minor, Op. 50', 'Fauré: Pavane, Op. 50', 'Elégie in C Minor, Op. 24 (Arr. Parkin)', 'Pavane, Op. 50', '3 Romances sans paroles, Op. 17: No. 3, Andante moderato in A-Flat Major']",10
3381,3381,Gabry Ponte,"['eurodance', 'italo dance']",243188,67,"['Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio', 'Blue - Flume Remix', 'Auto Blu', 'Blue (Da Ba Dee) - Gabry Ponte Video Edit', 'Move Your Body - Gabry Ponte Original Radio Edit', 'Blue (Da Ba Dee) - Luis Rodriguez Remix', 'Auto Blu - Remix', 'Voglia Di Dance All Night - Album Mix', 'G Nel Body', 'Too Much Of Heaven - Original Radio Edit']",10
3382,3382,Gaby Casadesus,['french classical piano'],268818,68,"['The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)', 'Carnival of the Animals, R. 125: The Swan', 'The Swan', 'Danse Macabre, Op.40, R.171', 'Le Cygne', 'Le Carnaval des Animaux, R.125: 13. The Swan (Arr. Hodge for Cello, Harp & Ensemble)', 'Danse macabre in G Minor, Op. 40', 'Le Carnaval des Animaux, R. 125: 13. Le Cygne', 'Carnival of the Animals: The Swan', 'Saint-Saëns / Transcr. Vidal: Le carnaval des animaux, R. 125: XIII. Le cygne']",10
3383,3383,Gaby Moreno,"['guatemalan pop', 'latinx alternative', 'rock chapin']",6347168,79,"['Fuiste Tú (feat. Gaby Moreno)', 'El Problema', 'Mujeres', 'Minutos', 'Historia de Taxi', 'Ella', 'Pingüinos en la Cama', 'Acompáñame a Estar Solo', 'El Amor Que Me Tenía - Versión Acústica', 'Cómo Duele']",10
3387,3387,Gal Costa,"['bossa nova', 'mpb', 'samba', 'tropicalia']",450013,70,"['Águas De Março', 'Só Tinha De Ser Com Você', 'The Girl From Ipanema', 'Pela Luz dos Olhos Teus - Bonus Track', 'Para Machuchar Meu Coracao', 'Corcovado', 'O Morro Nao Tem Vez', 'Wave', 'Desafinado', 'Triste']",10
3390,3390,Galactixx,"['euphoric hardstyle', 'hardstyle', 'rawstyle']",247015,68,"['Beast (All as One)', 'Imaginary', 'Fight For Something', 'Close to You (feat. PollyAnna)', 'Lose My Mind - Radio Edit', 'Fine Day', 'Lose It All', 'In The End - Dailucia Remix', 'All On Me', 'Jupiter - Brennan Heart Remix']",10
3392,3392,Galimatias,"['alternative r&b', 'chillstep', 'future bass', 'indie soul', 'vapor twitch']",844973,72,"['Electric (feat. Khalid)', 'Floating (feat. Khalid)', 'Off the Grid (feat. Khalid)', 'Floating (feat. Khalid) [filous Remix]', 'Fantasy', 'More Than Enough', 'To Me', 'Make You Feel', 'Lavender and Velvet', 'Unfold']",10
3396,3396,Gambino,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",7694079,81,"['Redbone', '3005', 'Feels Like Summer', 'This Is America', 'Sober', 'Bonfire', 'IV. Sweatpants', 'Summertime Magic', 'Hakuna Matata', 'Heartbeat']",10
3397,3397,Gamma Ray,"['german metal', 'german power metal', 'hard rock', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'speed metal']",1222603,71,"['Loser', 'The Valley of The Pagans (feat. Beck)', 'Find My Way (feat. Beck)', 'Night Running', 'Dreams', 'Up All Night', 'E-Pro', 'Lost Cause', 'Debra', 'Wow']",10
3400,3400,Gang Starr,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",667696,66,"['Full Clip', 'Work', 'Above The Clouds', 'Mass Appeal', 'Family and Loyalty', 'Moment Of Truth', 'You Know My Steez', 'DWYCK', 'Rite Where U Stand', 'Discipline']",10
3401,3401,Gang of Youths,"['australian indie', 'australian pop', 'modern rock']",250591,64,"['Achilles Come Down', 'Let Me Down Easy', 'Magnolia', 'The Deepest Sighs, the Frankest Shadows', 'Do Not Let Your Spirit Wane', 'What Can I Do If the Fire Goes Out?', 'The Heart Is a Muscle', 'Keep Me In the Open', 'Heroes', 'The Heart Is a Muscle - Radio Edit']",10
3402,3402,Gangsta Boo,"['dirty south rap', 'gangster rap', 'hip pop', 'memphis hip hop', 'southern hip hop', 'trap']",884394,69,"['Nobody Speak', 'No Save Point - From ""Cyberpunk 2077""', 'ooh la la (feat. Greg Nice & DJ Premier)', 'Close Your Eyes (And Count To Fuck)', 'JU$T (feat. Pharrell Williams & Zack de la Rocha)', 'Legend Has It', 'Blockbuster Night, Pt. 1', 'out of sight (feat. 2 Chainz)', 'yankee and the brave (ep. 4)', 'the ground below (feat. Royal Blood) - Royal Jewels Mix']",10
3404,3404,Gareth Emery,"['big room', 'edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",259488,64,"[""you'll be ok"", 'Laserface 01 (Aperture)', 'Take Everything', 'Saving Light', 'Yesterday', 'elise', 'Somebody', 'Concrete Angel (Radio Edit) (feat. Christina Novelli)', 'Never Before', 'Reckless']",9
3405,3405,Garibaldi,"['latin pop', 'mexican pop']",113,64,"['A Million Thoughts', 'Advent', 'Crystal Clear Sky', 'Shut Your Eyes', '4 AM', 'Eight Hours', 'Carthage', 'Antarctica', 'No Dominance', '21st Century']",10
3409,3409,Gary Clark Jr.,"['blues rock', 'electric blues', 'funk', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",5602286,83,"['All of Me', 'Wild (feat. Gary Clark Jr.)', 'Minefields', 'Conversations in the Dark - John Legend vs. David Guetta', 'Conversations in the Dark', 'Ordinary People', 'Love Me Now', 'Beauty and the Beast', 'Written In The Stars', 'U Move, I Move (feat. Jhene Aiko)']",10
3410,3410,Gary Go,['432hz'],462703,69,"['LOVELIFE (with Jeremih)', 'Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz', 'Cinema - Skrillex Remix', 'Wish You Well - Benny Benassi Remix', 'Beautiful People', 'Cinema (feat. Gary Go) - Galantis Remix', 'ACIIID - Kryder x Benny Benassi Remix', 'Cinema', 'DayDream', 'Sugar (feat. Domino)']",10
3413,3413,Gary Lightbody,['british singer-songwriter'],38647874,97,"['Love Story (Taylor’s Version)', 'willow', 'You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)', 'cardigan', 'Mr. Perfectly Fine (Taylor’s Version) (From The Vault)', 'champagne problems', 'exile (feat. Bon Iver)', 'Blank Space', 'You Need To Calm Down', 'ME! (feat. Brendon Urie of Panic! At The Disco)']",10
3415,3415,Gary Moore,"['album rock', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'hard rock', 'rock']",439928,63,"['Still Got The Blues', 'Over The Hills And Far Away', 'Parisienne Walkways', 'Out In The Fields', 'Empty Rooms', 'Walking By Myself', 'Midnight Blues', 'The Loner', 'Wild Frontier', 'In My Dreams']",10
3419,3419,Gate,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",475605,62,"['Gates to the Sun (POLLEN Singles)', 'Squidrific', 'Anime World', 'Outstanding (feat. 21 Savage)', 'Purple Ape (feat. 4orever)', 'Pull Up Wit Ah Stick (feat. Loso Loaded)', 'Ready to Eat', 'Tonight', 'Army', 'Sunny Days (feat. T3)']",10
3420,3420,Gattuso,"['big room', 'edm', 'electro house', 'pop dance', 'pop edm', 'tropical house']",24950,68,"['Creep - mint Singles', 'Post Malone (feat. RANI) - GATTÜSO Remix', 'Cruel', 'Heart On My Sleeve', 'When In Rome - Mark Sixma Remix', 'Bring That Back (feat. Nadia Gattas)', 'Walk On Water', 'Younger - GATTÜSO Remix', 'Lullaby - GATTÜSO Remix', 'Somebody']",10
3422,3422,Gavin Greenaway,"['british soundtrack', 'scorecore', 'soundtrack']",2496177,79,"['Time', 'Cornfield Chase', 'Time - Alan Walker Remix', 'Day One', 'Chevaliers De Sangreal - From The Da Vinci Code Original Motion Picture Soundtrack', 'S.T.A.Y.', 'Mountains', 'This Land - From ""The Lion King""/Score', 'Oogway Ascends', 'Now We Are Free - From ""Gladiator"" Soundtrack']",10
3423,3423,Gayatri,['filmi'],281310,61,"['Gayatri Mantra', 'So Much Magnificence', 'Om Namo Bhagavate', 'Om Sahana Vavatu (Shanti Mantra)', 'Incantation', 'Namaste', 'Yemaya Assessu', 'Aad Guray', 'Om Asatoma (Ben Leinbach Mix)', 'Seven Chakra Gayatri Mantra']",10
3424,3424,Gazebo,['italian disco'],246812,68,"[""i'm closing my eyes"", '[oops]', 'lovesick', 'just friends', 'letting go', 'bossa uh', 'breakfast', 'take me there', 'another.wun', 'lean back']",9
3427,3427,Generation X,"['glam punk', 'pub rock', 'punk']",1160418,72,"['Rebel Yell', 'White Wedding - Pt. 1', 'Night Crawling (feat. Billy Idol)', 'Eyes Without A Face', 'White Wedding (Parts 1 And 2) - Shotgun Mix / 24-Bit Digitally Remastered 2001', 'Mony Mony - Downtown Mix / 24-Bit Digitally Remastered 2001', 'Dancing with Myself - 2001 Remaster', 'Hot In The City', 'Sweet Sixteen', 'Eyes Without A Face - Poolside Remix']",10
3429,3429,Genesis,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",1351235,73,"['Oblivion', 'Kill V. Maim', 'Cry (feat. Grimes)', 'Violence - Original Mix', 'Violence - REZZ Remix', 'Delete Forever', '4ÆM', 'Genesis', 'We Appreciate Power', 'Flesh without Blood']",10
3430,3430,Gente De Zona,"['cubaton', 'latin', 'latin hip hop', 'latin pop', 'tropical']",1344156,74,"['La Gozadera (feat. Marc Anthony)', '3 A.M.', 'Color Esperanza 2020', 'Muchacha', 'Otra Botella', 'Traidora (feat. Marc Anthony)', 'Lento', 'Si No Vuelves', 'El Mentiroso', 'Tan Buena']",10
3432,3432,Georg Kulenkampff,['historic classical performance'],1122563,72,"['Clair de Lune, L. 32', 'Rêverie', 'Suite bergamasque: Suite bergamasque: III. Clair de lune. Andante très expressif', 'Suite bergamasque, L. 75: 3. Clair de lune', 'Suite bergamasque, L. 75: Clair de lune', 'Rêverie, L. 68: Rêverie', 'Préludes / Book 2, L. 123: 5. Bruyères - Home Session', 'Dances for Harp and Orchestra, L. 103: 2. Danse profane', '2 Arabesques, L. 66: No. 1 in E Major', 'Debussy : Suite bergamasque : III Clair de lune']",10
3435,3435,George Balanchine's The Nutcracker,['ballet class'],959572,71,"['Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scène (Moderato)', 'Variations on a Rococo Theme, Op. 33 for cello and orchestra: Var. VI: Andante', 'Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 13 Waltz of the Flowers', 'Album for the Young, Op. 39: No. 3. Mamma (Maman)', 'Six Pieces, Op. 51, TH 143: 6. Valse sentimentale. Tempo di Valse', 'Swan Lake', 'Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse', 'El Lago De Los Cisnes - Op. 20, Acto II: 10. Scene (Moderato)', 'Tchaikovsky: The Nutcracker - Ballet, Op. 71, Act 1: No. 2 March', 'Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 14 Pas de deux']",10
3436,3436,George Benjamin,"['21st century classical', 'british contemporary classical', 'contemporary classical']",3417109,76,"['Shotgun', 'Budapest', 'Hold My Girl', 'Paradise', 'Blame It on Me', 'Barcelona', 'Pretty Shining People', 'Listen to the Man', 'Hold My Girl (Acoustic Version)', 'Shotgun (The Wild Remix)']",10
3439,3439,George Clinton,"['funk', 'p funk', 'soul']",17015741,89,"['HUMBLE.', 'All The Stars (with SZA)', 'LOVE. FEAT. ZACARI.', 'DNA.', 'Money Trees', 'Alright', 'King Kunta', 'Swimming Pools (Drank)', 'Pray For Me', 'HUMBLE. - SKRILLEX REMIX']",10
3440,3440,George Ezra,"['folk-pop', 'modern rock', 'neo-singer-songwriter', 'pop']",3417109,76,"['Shotgun', 'Budapest', 'Hold My Girl', 'Paradise', 'Blame It on Me', 'Barcelona', 'Pretty Shining People', 'Listen to the Man', 'Hold My Girl (Acoustic Version)', 'Shotgun (The Wild Remix)']",10
3450,3450,George Maple,['australian pop'],278447,62,"['High You Are', 'Innerbloom (What So Not Remix)', 'Gemini (feat. George Maple)', 'Feel It (feat. Tunji Ige)', '20:25', 'Tell Me', 'Waiting', 'We Can Be Friends', 'Lone - Slow Hours Remix', 'Jaguar']",10
3454,3454,George Strait,"['contemporary country', 'country', 'country road', 'country rock']",2457328,76,"['Check Yes Or No', 'Amarillo By Morning', 'Write This Down', 'Carrying Your Love With Me', 'Give It Away', 'Blue Clear Sky', 'Troubadour', 'I Cross My Heart - Pure Country Soundtrack Version', 'I Can Still Make Cheyenne', ""All My Ex's Live In Texas""]",9
3456,3456,George Thorogood,"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'heartland rock', 'mellow gold', 'rock']",590467,62,"['Bad To The Bone', 'One Bourbon, One Scotch, One Beer', 'Who Do You Love?', 'I Drink Alone', 'Move It On Over', 'Get A Haircut', 'Delaware Slide', 'Gear Jammer', 'Madison Blues', 'Ride On Josephine']",10
3457,3457,George Thorogood & The Destroyers,"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'heartland rock', 'mellow gold', 'rock']",590467,62,"['Bad To The Bone', 'One Bourbon, One Scotch, One Beer', 'Who Do You Love?', 'I Drink Alone', 'Move It On Over', 'Get A Haircut', 'Delaware Slide', 'Gear Jammer', 'Madison Blues', 'Ride On Josephine']",10
3462,3462,Georges Prêtre,"['classical performance', 'opera', 'orchestral performance']",550058,70,"['Clair de Lune, L. 32', 'Rêverie', 'Suite bergamasque: Suite bergamasque: III. Clair de lune. Andante très expressif', 'Suite bergamasque, L. 75: 3. Clair de lune', 'Suite bergamasque, L. 75: Clair de lune', 'Rêverie, L. 68: Rêverie', 'Préludes / Book 2, L. 123: 5. Bruyères - Home Session', 'Dances for Harp and Orchestra, L. 103: 2. Danse profane', '2 Arabesques, L. 66: No. 1 in E Major', 'Debussy : Suite bergamasque : III Clair de lune']",10
3468,3468,Geraldo Azevedo,"['bossa nova', 'mpb', 'samba', 'violao']",337808,61,"[""Ai Que Saudade D'Ocê"", 'Anunciação - Ao Vivo', 'Disparada', 'Sabiá - Ao Vivo', 'Frevo Mulher - Ao Vivo', 'Dona da Minha Cabeça - Ao Vivo', 'Taxi Lunar - Ao Vivo', 'Dia Branco - Ao Vivo | Bonus Track', 'Moça Bonita - Ao Vivo', 'Táxi Lunar - Ao Vivo']",9
3469,3469,Gerard Butler,['movie tunes'],212974,67,"['The Phantom Of the Opera', 'All I Ask Of You', 'Think Of Me', 'The Music Of The Night', 'Angel Of Music', 'The Phantom Of The Opera', 'The Point Of No Return', 'I Know I Have A Heart', 'Any Dream Will Do', 'Wishing You Were Somehow Here Again']",10
3471,3471,Gerardo,"['banda', 'corrido', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",299104,69,"['Un Puño De Tierra', 'Chaparra De Mi Amor', 'Rinconcito En El Cielo', 'Mi Golondrina', 'Tragos Amargos', 'Mi Piquito De Oro', 'Baraja De Oro', 'Me Llega, Me Llega', 'Dos Monedas', 'Qué Casualidad']",10
3472,3472,Gerardo Ortiz,"['banda', 'corrido', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",1818813,74,"['Ojitos de Miel', 'Aerolínea Carrillo', 'Jalo y Exhalo', 'Mi Religión', 'Rafa Caro', 'En Menos de Un Minuto', 'En Boca de Todos', 'Poncho Konos', 'Fire Up', 'Siempre Clave']",10
3479,3479,Gesaffelstein,"['dark clubbing', 'destroy techno', 'electro house']",31086163,96,"['Lost in the Fire (feat. The Weeknd)', 'Hurt You', 'I Was Never There', 'Opr', 'Pursuit', 'Viol', 'Blast Off (feat. Pharrell Williams)', 'Destinations', 'Obsession', 'Hate or Glory']",10
3484,3484,Ghost,"['dark trap', 'florida rap']",44410543,100,"['Peaches (feat. Daniel Caesar & Giveon)', 'Hold On', 'Anyone', 'Holy (feat. Chance The Rapper)', 'Lonely (with benny blanco)', 'Stuck with U (with Justin Bieber)', 'Monster (Shawn Mendes & Justin Bieber)', '10,000 Hours (with Justin Bieber)', 'As I Am (feat. Khalid)', 'Unstable (feat. The Kid LAROI)']",10
3485,3485,Ghost Loft,"['gauze pop', 'vapor soul']",9896187,88,"['See You Again (feat. Charlie Puth)', 'The Thrill', 'Young, Wild & Free (feat. Bruno Mars)', 'Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)', 'Black and Yellow', 'cheers (with Wiz Khalifa)', 'Hopeless Romantic (feat. Swae Lee)', 'All the Smoke (feat. Gunna & Wiz Khalifa)', 'One Whole Day (feat. Wiz Khalifa)', 'Too Late (feat. Wiz Khalifa & Lukas Graham)']",10
3486,3486,Ghost Town,['trancecore'],13679181,92,"['Stronger', 'Ni**as In Paris', 'Heartless', 'FourFiveSeconds', 'Bound 2', 'POWER', 'Gold Digger', 'Father Stretch My Hands Pt. 1', 'Ghost Town', 'Flashing Lights']",10
3487,3487,Ghostemane,"['dark trap', 'florida rap']",1850183,77,"['Mercury: Retrograde', 'I duckinf hatw you', '1000 Rounds', 'Squeeze', 'Nihil', 'Venom', 'Flesh', 'Death by Dishonor', 'To Whom It May Concern', 'Fed Up']",10
3491,3491,Gian Marco,"['latin', 'latin pop', 'peruvian rock', 'pop peruano', 'tropical']",940393,64,"['El Ultimo Adiós - Varios Artistas Version', 'Te Mentiría', 'Tú No Te Imaginas', 'Sin miedo 2020', 'Empecemos a Vivir', 'Sácala a Bailar', 'El Ritmo de Mi Corazón', 'Si Me TenÍas', 'Se Me Olvidó', 'Lejos De Ti']",10
3498,3498,Giants,"['alternative rock', 'comic', 'geek rock', 'permanent wave', 'zolo']",894673,82,"['Paradise (feat. Dermot Kennedy)', 'Giants', 'Power Over Me', 'Outnumbered', 'Days Like This', 'Power', 'Paradise - Vintage Culture Remix', 'Rome', 'Outnumbered - Acoustic', 'After Rain']",10
3500,3500,Gidon Kremer,"['classical', 'classical performance', 'compositional ambient', 'violin']",3811803,76,"['Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto', 'Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio', 'Bagatelle No. 25 in A Minor, ""Für Elise"", WoO 59', 'Für Elise, WoO 59', 'Moonlight Sonata (First Movement from Piano Sonata No. 14, Op. 27 No. 2)', 'Piano Sonata No. 14 in C-sharp minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto', 'Beethoven: Piano Sonata No. 8 in C Minor, Op. 13, ""Pathétique"": II. Adagio cantabile', 'Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": 2. Adagio un poco mosso', 'Wind Quintet in E-Flat Major, WoO 208, Hess 19: II. Adagio maestoso', 'Piano Sonata No. 8 in C minor, Op. 13, ""Pathétique"": II. Adagio cantabile']",10
3502,3502,Giggles,"['deep freestyle', 'freestyle']",917905,70,"['Killing Me Softly With His Song', 'Ready or Not', 'Fu-Gee-La', 'No Woman, No Cry', 'Nappy Heads - Remix', 'Zealots', 'How Many Mics', 'The Score (feat. Diamond D)', 'Vocab - Refugees Hip Hop Remix', 'Family Business (feat. John Forté)']",10
3503,3503,Gigi D'Agostino,"['eurodance', 'europop', 'italo dance']",221351,74,"['In My Mind', 'Me Provocas', 'On & On', 'Rockstar', 'Hangover', 'Obsessed', 'Elektro (feat. Mr. Gee)', 'Obsessed - Tiësto Remix', 'Zver', 'Dreaming']",10
3508,3508,Gilberto Gil,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']",812412,68,"['Camarão Que Dorme a Onda Leva', 'Andar com fé', 'É tudo pra ontem', 'Esperando na janela', 'Toda Menina Baiana', 'Se Eu Quiser Falar Com Deus', 'Aquele Abraço', 'Palco', 'Aos Pés da Cruz', 'Desde Que O Samba É Samba']",10
3509,3509,Gilberto Santa Rosa,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']",1436577,71,"['Conteo Regresivo - Salsa Version', 'El Ultimo Adiós - Varios Artistas Version', 'La Agarro Bajando', 'Conciencia', 'Que Alguien Me Diga', 'Un Montón de Estrellas', 'Sombra Loca', 'Vivir Sin Ella', 'Me Volvieron A Hablar De Ella', 'Mentira']",10
3511,3511,Gin Blossoms,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge', 'rock', 'tempe indie']",455164,60,"['Hey Jealousy', 'Found Out About You', 'Follow You Down - Edit', 'Til I Hear It From You', 'Follow You Down', 'Allison Road', 'As Long As It Matters', 'Until I Fall Away', '29', 'Not Only Numb']",10
3518,3518,Giorgia,"['classic italian pop', 'italian adult pop']",1759512,72,"['Perfect Symphony (Ed Sheeran & Andrea Bocelli)', 'Con te partirò', 'Vivo per lei', 'The Prayer', 'Bésame Mucho', 'Time To Say Goodbye', 'La vie en rose', 'Cuando Me Enamoro', 'Musica è', ""Can't Help Falling In Love - Live From Spotify, NYC / 2015""]",9
3519,3519,Giorgio Tozzi,['classical bass'],4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
