name,i,the,you,to,and,a,me,it,not,in,my,is,of,your,that,do,on,are,we,am,will,all,for,no,be,have,love,so,know,this,but,with,what,just,when,like,now,que,time,can,come,de,there,go,up,oh,la,one,they
"The Checkmates, Ltd.",4.0,16.0,5.0,3.0,2.0,6.0,0.0,1.0,2.0,3.0,0.0,1.0,4.0,0.0,0.0,2.0,18.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jim Jacobs & Warren Casey,40.0,32.0,37.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,19.0,1.0,1.0,32.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,31.0,1.0
Los de abajo,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Wylde Ratttz,6.0,0.0,2.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
The Mysteries of Life,10.0,3.0,23.0,5.0,2.0,3.0,12.0,10.0,3.0,2.0,0.0,6.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,8.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,6.0,2.0,0.0,6.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Crass,0.0,2.0,5.0,3.0,5.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
Tuesday,9.0,1.0,0.0,6.0,7.0,1.0,2.0,5.0,5.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
Helping Haiti,0.0,4.0,5.0,3.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,3.0,9.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
Chair Chant Corps,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Santana & Buddy Miles,9.0,0.0,17.0,3.0,11.0,5.0,5.0,1.0,14.0,0.0,4.0,3.0,2.0,1.0,1.0,0.0,8.0,4.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,4.0,1.0,0.0,7.0,7.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
Zana,10.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cori Yarckin,25.0,0.0,19.0,5.0,6.0,4.0,4.0,9.0,2.0,1.0,11.0,0.0,0.0,1.0,4.0,5.0,3.0,1.0,0.0,8.0,4.0,1.0,7.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,8.0,0.0,4.0,1.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
The Tuesdays,14.0,4.0,5.0,2.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
Los Huracanes del Norte,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Cheka,0.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
Saurom Lamderth,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Antje Duvekot,7.0,30.0,3.0,7.0,33.0,25.0,1.0,20.0,3.0,8.0,0.0,9.0,13.0,0.0,4.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0
Jackie Jackson,4.0,4.0,12.0,13.0,1.0,1.0,9.0,4.0,15.0,2.0,6.0,6.0,0.0,0.0,4.0,8.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,8.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Connells,13.0,0.0,11.0,0.0,1.0,3.0,1.0,1.0,6.0,1.0,3.0,1.0,1.0,0.0,6.0,2.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
B-Tight & Tony D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71 Gaps,12.0,4.0,10.0,6.0,3.0,1.0,5.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,10.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
上戸彩,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Six Coups Mc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0
The Chords,10.0,3.0,19.0,2.0,2.0,12.0,5.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,14.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,3.0,0.0
Creative Source,6.0,2.0,23.0,12.0,12.0,1.0,4.0,7.0,5.0,2.0,1.0,26.0,1.0,4.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,13.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0
Markize,14.0,7.0,6.0,6.0,1.0,1.0,10.0,4.0,3.0,9.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beyoncé & Alejandro Fernández,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
Jürgen Paape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Ting Tings,11.0,18.0,15.0,3.0,6.0,0.0,9.0,4.0,2.0,3.0,0.0,1.0,2.0,6.0,3.0,2.0,1.0,2.0,0.0,0.0,9.0,0.0,6.0,0.0,18.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0
Laberinto,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
The Corsairs,1.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,3.0,3.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
Jackson Jackson,22.0,6.0,1.0,4.0,3.0,2.0,5.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,3.0,2.0,8.0,0.0,2.0,0.0,14.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0
Schneewittchen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Futuristic Sex Robotz,58.0,44.0,13.0,27.0,30.0,28.0,2.0,20.0,11.0,17.0,28.0,18.0,9.0,4.0,13.0,5.0,10.0,5.0,3.0,14.0,0.0,3.0,3.0,1.0,3.0,3.0,0.0,10.0,4.0,10.0,5.0,5.0,4.0,4.0,5.0,10.0,6.0,0.0,4.0,7.0,1.0,0.0,0.0,2.0,7.0,1.0,0.0,3.0,6.0
Saphir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prima J,43.0,4.0,26.0,8.0,10.0,41.0,12.0,12.0,10.0,2.0,7.0,4.0,1.0,1.0,18.0,2.0,1.0,12.0,10.0,33.0,0.0,2.0,0.0,4.0,5.0,0.0,4.0,11.0,4.0,0.0,0.0,0.0,5.0,0.0,4.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,2.0,3.0
Sadetanssi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soul Position,0.0,6.0,4.0,9.0,0.0,5.0,3.0,5.0,1.0,0.0,4.0,4.0,1.0,2.0,2.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Dødheimsgard,7.0,6.0,0.0,0.0,9.0,5.0,0.0,1.0,1.0,7.0,2.0,1.0,8.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Los 12 Discípulos,0.0,0.0,0.0,1.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
Frost*,5.0,11.0,13.0,12.0,4.0,2.0,4.0,0.0,0.0,5.0,4.0,0.0,2.0,5.0,4.0,0.0,0.0,3.0,5.0,0.0,3.0,5.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Cetera & Amy Grant,25.0,9.0,4.0,6.0,2.0,2.0,2.0,5.0,0.0,13.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,1.0,13.0,0.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Francis Lemarque,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
O-Town,0.0,14.0,10.0,3.0,8.0,12.0,0.0,6.0,2.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,7.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,11.0,0.0
Cast of Camp Rock,0.0,21.0,13.0,6.0,8.0,1.0,0.0,6.0,4.0,10.0,0.0,3.0,0.0,6.0,3.0,2.0,16.0,7.0,71.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0
The Irish Descendants,17.0,38.0,0.0,15.0,14.0,11.0,14.0,9.0,1.0,6.0,0.0,1.0,7.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,7.0,4.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0
Janita,12.0,5.0,4.0,9.0,1.0,0.0,1.0,5.0,1.0,1.0,5.0,4.0,4.0,2.0,2.0,0.0,5.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hadiqa Kiani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estrella,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Jaime sin tierra,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
S.E.S.,18.0,1.0,24.0,2.0,2.0,0.0,21.0,11.0,6.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,9.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
Bad Boys,25.0,22.0,5.0,3.0,3.0,2.0,5.0,10.0,7.0,1.0,15.0,4.0,1.0,1.0,2.0,4.0,0.0,12.0,0.0,5.0,1.0,2.0,8.0,4.0,0.0,2.0,0.0,2.0,10.0,0.0,4.0,6.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0
Candy Butchers,0.0,6.0,16.0,2.0,1.0,5.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,2.0,7.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0
Jordyn Taylor,13.0,12.0,0.0,3.0,2.0,1.0,3.0,9.0,1.0,1.0,37.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,10.0,9.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,2.0,4.0,0.0,0.0,6.0
The Music Machine,5.0,9.0,19.0,1.0,7.0,2.0,5.0,2.0,1.0,7.0,2.0,6.0,2.0,2.0,0.0,5.0,1.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,4.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Sounds Under Radio,4.0,3.0,20.0,1.0,1.0,1.0,10.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0
Bluebottle Kiss,9.0,8.0,15.0,2.0,10.0,8.0,7.0,9.0,0.0,7.0,2.0,1.0,6.0,13.0,5.0,1.0,1.0,3.0,0.0,4.0,4.0,0.0,2.0,2.0,1.0,4.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0
William Tell,28.0,4.0,16.0,6.0,3.0,5.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,9.0,0.0,2.0,11.0,0.0,8.0,0.0,1.0,4.0,4.0,0.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0
Ahmet Kaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sign,37.0,12.0,4.0,4.0,1.0,0.0,4.0,2.0,17.0,7.0,8.0,4.0,2.0,0.0,1.0,17.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,8.0,3.0,5.0,1.0,9.0,4.0,0.0,2.0,8.0,0.0,0.0,7.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0
Leon Haywood,25.0,14.0,9.0,12.0,2.0,7.0,7.0,8.0,6.0,9.0,2.0,2.0,15.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
Stat Quo,50.0,22.0,17.0,15.0,19.0,28.0,21.0,4.0,4.0,6.0,12.0,3.0,4.0,0.0,13.0,8.0,9.0,0.0,0.0,10.0,1.0,6.0,4.0,0.0,2.0,2.0,0.0,6.0,5.0,1.0,8.0,5.0,0.0,2.0,2.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,1.0,5.0
Bound for Glory,3.0,2.0,7.0,5.0,2.0,5.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
Lebo M,0.0,9.0,4.0,0.0,5.0,6.0,2.0,0.0,0.0,8.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0
Arthur Godfrey,4.0,0.0,4.0,0.0,2.0,2.0,4.0,0.0,4.0,0.0,1.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pete Wingfield,47.0,6.0,5.0,2.0,2.0,12.0,3.0,7.0,2.0,1.0,5.0,2.0,0.0,2.0,1.0,0.0,5.0,2.0,6.0,18.0,7.0,0.0,1.0,0.0,5.0,2.0,0.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Hans de Booij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Rainmakers,3.0,8.0,4.0,7.0,6.0,6.0,2.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0
